"","Quarter","Year","AA Adj Close","AAPL Adj Close","MO Adj Close","F Adj Close","GVA Adj Close","JPM Adj Close","WMT Adj Close","MSFT Adj Close","S&P 500 Adj Close","AA % Change","AAPL % Change","MO % Change","F % Change","GVA % Change","JPM % Change","WMT % Change","MSFT % Change","S&P 500 % Change","CPI","Interest Rate","Unemployment Rate","Short Term NROU","Long Term NROU","GDP (billions)"
"1","Q3","1990",12.1135645873016,0.280171825396825,0.441666015873016,0.396993206349206,3.39675511111111,1.4863093968254,4.46235855555556,0.572971301587302,335.881745380952,4.54420772274395e-05,-0.00651947593351177,0.000210624274300994,-0.00251331915826362,-0.000778446052608412,-0.00592832458493734,-0.00170012385427085,-0.00249030467647866,-0.00241680127924795,1.72680412371135,0.082,0.057,0.0569390249252319,0.0569390249252319,6015.116
"2","Q4","1990",10.383716359375,0.255059390625,0.476459109375,0.36560515625,3.269800484375,0.90470603125,4.35252484375,0.60205846875,316.562033078125,-0.0010753369202302,0.00682080010661774,0.00261800167327013,0.00169118173534349,0.000790922452892198,-0.00400781816431534,0.0019879060696067,0.00304384077843806,0.00124786045893117,1.62148467190269,0.0731,0.0613333333333333,0.056748514175415,0.056748514175415,6004.733
"3","Q1","1991",11.9462917540984,0.418372655737705,0.604507245901639,0.509293180327869,3.67900780327869,1.16113785245902,5.22326581967213,0.845790327868852,352.282950967213,0.00246855675105048,0.00797451329258613,0.00495151591248257,0.00834255658428703,0.00231555807613644,0.00918233545623423,0.00435281017398855,0.00599557748185587,0.00215120795441878,0.822737471952145,0.0612,0.066,0.0565614557266235,0.0565614557266235,6035.178
"4","Q2","1991",12.877305390625,0.38509425,0.687586203125,0.659693890625,4.615461109375,1.66842321875,6.375798328125,0.941811328125,378.665936921875,0.00072046922229841,-0.00699720947118084,-0.000676654450018949,0.00366853264376505,0.00178595976590623,0.00413028617673725,0.00175617336681733,-0.000326315237899212,-0.000132173817918257,0.593471810089004,0.059,0.0683333333333333,0.0563783799999999,0.0563783799999999,6126.862
"5","Q3","1991",12.983859359375,0.360632875,0.73418709375,0.69605621875,4.027460453125,2.1308728125,7.352670234375,1.031361734375,385.559842578125,-0.000711546183009883,0.00310077104043305,0.00240474472320003,-0.000954797576180524,-0.00184684194958619,0.00342037665931037,0.00188194202723408,0.00451517744451494,0.000715829252692228,0.786627335299911,0.0545,0.0686666666666666,0.05619961,0.05619961,6205.937
"6","Q4","1991",11.6224246875,0.376832671875,0.756259640625,0.655104,3.767141,1.9755001875,7.60581715625,1.2840144375,387.116094046875,0.000456252586798832,0.00238296819671922,0.00211774137196276,0.00139382219417229,0.00296803667782634,-0.00170315221994349,0.00347100320037548,0.00361090434920601,0.00117615434524852,0.756097560975636,0.0443,0.071,0.0560253399999999,0.0560253399999999,6264.54
"7","Q1","1992",13.0925179047619,0.469419761904762,0.840071222222222,0.973115936507936,4.46236946031746,2.74823131746032,8.39531246031746,1.63203125396825,411.971903904762,0.00173505195241555,0.000778088127372504,-0.000521821091950937,0.0071142664658293,-0.000765150780679881,0.00765977356241042,-0.00141640527847214,0.00123402386719025,-0.000500437439661101,0.702009198741205,0.0398,0.0736666666666666,0.0558557653427124,0.0558557653427124,6363.102
"8","Q2","1992",14.6152875238095,0.413698888888889,0.848548777777778,1.34433612698413,3.72985746031746,3.29259514285714,8.21264407936508,1.5275376984127,410.061588888889,0.00139772596069289,-0.00273553057967417,-6.65424851812552e-05,0.00435650030420044,-0.00133385189921618,0.00260815336041309,0.000291556736543729,-0.00152616899401853,0.00019863758030195,0.817307692307689,0.0376,0.076,0.0556908399999999,0.0556908399999999,6470.763
"9","Q3","1992",13.568030984375,0.34022103125,0.925852875,1.3910241875,3.085429453125,3.179496453125,8.847975796875,1.468854859375,417.11906240625,-0.00185081062241507,-0.00066547012392847,0.00262880661767327,-0.000742872931222668,-0.0012822337400278,-0.00135419374100725,0.00158636866747522,0.00231111675797027,0.00038220923680384,0.786838340486422,0.0322,0.0763333333333333,0.0555305899999999,0.0555305899999999,6566.641
"10","Q4","1992",13.443504671875,0.39892234375,0.9235004375,1.436018078125,3.576982234375,3.423830078125,9.678209609375,1.768788984375,423.687655921875,0.00134792003542695,0.00462742644439248,-0.000997368947012164,0.00300316384433053,0.00281898620934332,0.00311645753246743,0.00134222132380559,0.00109565860686696,0.000670854676707646,0.709723207948884,0.0292,0.0736666666666666,0.05537511,0.05537511,6680.803
"11","Q1","1993",14.0573013870968,0.424121274193548,0.830199258064516,1.88164522580645,3.52241212903226,4.05485719354839,10.0111131774194,1.71569983870968,442.750320967742,-0.00149196901518119,-0.00214256259397149,-0.00237493729137889,0.00452021398007567,-0.00155206717239292,0.00126247171439992,6.51653181102271e-05,0.00151453825946954,0.00060041303360513,0.845665961945017,0.0307,0.0713333333333333,0.05522455,0.05522455,6729.459
"12","Q2","1993",13.137477015873,0.37228746031746,0.610639984126984,2.22657687301587,3.03178650793651,3.95244261904762,8.50710763492063,1.77980785714286,445.505872444444,0.00151974503892995,-0.00379963568078322,-0.00323964834482475,0.00129166578463303,-0.00106750958827141,0.000843328446937994,-0.00272711778710177,-0.000623926966214062,-2.10854146463352e-05,0.768693221523423,0.0304,0.0706666666666666,0.0550790452957153,0.0550790452957153,6808.939
"13","Q3","1993",14.343292453125,0.2115298125,0.61525415625,2.349090296875,3.1832305,4.301195171875,7.94707434375,1.549964484375,453.5587483125,-0.000474133979458012,-0.00731800953875425,-2.76856889180144e-05,0.0020998478324933,0.00235162368386924,0.00193402906546287,-0.000861011836441738,-0.000800454129261798,0.000299261196824521,0.392972723069827,0.0309,0.068,0.054938645362854,0.054938645362854,6882.098
"14","Q4","1993",13.900143578125,0.221465328125,0.722762359375,2.909074140625,3.616224671875,4.304759875,8.61167715625,1.618334890625,464.271874453125,0.000678808497592493,0.00419973081613664,0.00370282408521774,0.00349907548597921,0.00411804432363451,-0.00122240377619572,0.000409119669929312,-0.000229206577342929,0.000263021237947986,0.690766751093699,0.0296,0.0663333333333333,0.0548034143447876,0.0548034143447876,7013.738
"15","Q1","1994",15.2868798412698,0.260716333333333,0.790280920634921,3.25670952380952,4.14780450793651,4.16281806349206,8.47320968253968,1.65561868253968,469.213492285714,0.000696364965521305,0.00252933094876941,-0.000795355929439513,-0.000518190552509152,-0.0023275247059695,-0.000940710542752432,0.000710288989058734,0.000894563791315396,-0.000701105605706808,0.640292705236676,0.0334,0.0656666666666666,0.0546733856201171,0.0546733856201171,7115.652
"16","Q2","1994",14.3540882580645,0.223100112903226,0.738867661290323,3.12825729032258,3.83103893548387,4.23078516129032,7.75947814516129,1.94234724193548,451.168549048387,0.000565601093749079,-0.00321835060638385,0.0011959515010075,0.0013783522459076,-0.000559135150468848,0.0015329087356275,-0.000760933481331198,0.00338250119950133,-3.08336542923918e-05,0.636219041127031,0.0425,0.062,0.05454845,0.05454845,7246.931
"17","Q3","1994",16.515912546875,0.249655125,0.85383528125,3.3307353125,3.6021979375,4.410264640625,7.80958121875,2.14749528125,461.120780875,0.0024440454577384,0.00409083945698837,0.00338064102913571,-0.000281005207441701,0.00149118838474705,-0.000844694805436569,-0.000412740176878789,0.00148895234841153,0.000648629340272417,0.880559945811708,0.0473,0.06,0.05442838,0.05442838,7331.075
"18","Q4","1994",17.1197576349206,0.299342333333333,0.94199853968254,3.23138863492064,3.75152606349206,4.40615196825397,7.36121122222222,2.4340766984127,460.005237857143,0.000561571288472321,0.00275311506287082,-0.000188692028747176,0.00081711788420196,-0.000156940204052954,0.00110001715727788,-0.00133577526195268,0.00146721808346211,-9.70043816229043e-05,0.47000895255147,0.0545,0.0563333333333333,0.05431291,0.05431291,7455.288
"19","Q1","1995",16.8057432539683,0.307082777777778,1.00521085714286,3.15457733333333,3.51709080952381,4.85280117460317,7.50633580952381,2.56435066666667,480.465715666667,-0.000385798998449992,-0.00111538250411334,0.00277856014248453,-1.23447966463404e-05,-0.00128054626841553,0.00143368822441343,0.00312938394278096,0.0025239975284855,0.00138105046351937,0.82423702383605,0.0598,0.0546666666666666,0.05420172,0.05420172,7522.289
"20","Q2","1995",18.728309047619,0.318761793650794,1.20444019047619,3.50820919047619,3.7678286031746,5.73334595238095,8.05585977777778,3.2679806031746,524.442856507937,0.00334180131590996,0.00468234093598624,0.00269790318545512,0.00223719866846617,0.0036655018843125,0.00368866464235549,0.000876076987953316,0.00400082076746684,0.00135363708197209,0.883782589482967,0.06,0.0566666666666666,0.0540945148468017,0.0540945148468017,7580.997
"21","Q3","1995",23.4190818730159,0.334245968253968,1.33414393650794,3.83688588888889,4.60976949206349,7.32377061904762,8.26735620634921,3.7755316984127,564.796347047619,0.000989136312275519,-0.00311354086680802,0.00254993218184353,0.00136197650544028,0.00340907029351859,0.00473285545827021,-0.00108273539226099,0.000373643650434259,0.00112627230377756,0.438020148926858,0.058,0.0566666666666666,0.05399091,0.05399091,7683.125
"22","Q4","1995",22.2971848888889,0.283613095238095,1.60846073015873,3.82394188888889,5.28927223809524,8.26422795238095,7.58913315873016,3.64418928571429,597.171428396825,0.000345270364857922,-0.00210758906541727,0.00185060176932911,-0.000553160446310211,0.00290420834626875,0.000112038834184072,-0.00149660722691542,-0.000177527884156858,0.000848534442611671,0.479720889664192,0.056,0.0556666666666666,0.0538905,0.0538905,7772.586
"23","Q1","1996",23.7929951428571,0.22195153968254,1.78952065079365,4.15481404761905,5.4964416031746,9.33140776190476,7.22358133333333,3.80482771428571,636.454764142857,0.00299369309685222,-0.00367745796917374,0.000207194096727023,0.00344154902796632,-0.000537136375346608,0.00347843112067307,0.000917443329318257,0.00284107436125386,0.000779296440004605,0.911458333333337,0.0531,0.0553333333333333,0.05379276,0.05379276,7868.468
"24","Q2","1996",26.2046342063492,0.192268206349206,1.86283315873016,4.96069190476191,6.43623936507937,10.1548653015873,7.93666507936508,4.5808023015873,658.852060507936,-0.00120768810760061,-0.00209924252368975,0.00329166212934174,-0.000243840422429522,0.00289891520851058,0.000535798037474904,0.00173709403332094,0.00250598057424682,0.0006261022390517,0.989247311827955,0.0527,0.055,0.0536970949172973,0.0536970949172973,8032.84
"25","Q3","1996",25.353231359375,0.167833453125,1.935293859375,4.701781546875,6.010226234375,10.98256671875,8.38754878125,4.941987296875,660.097969921875,0.000620437891063718,0.00160058142448386,-0.00141966557502011,9.93232087289246e-05,-0.0011756271991825,0.00244822021079546,0.000816016400967287,0.00161494801869464,0.000416929047224975,0.532367972742765,0.053,0.0526666666666666,0.0536029243469238,0.0536029243469238,8131.408
"26","Q4","1996",25.964323875,0.18747828125,2.1240245,4.791326609375,5.823259078125,13.36585203125,8.430308125,5.91422121875,725.860781671875,0.00134612746283205,-0.000547503151210888,0.00421889206326284,0.00111982788546633,-0.000893233967040631,0.0022485570656028,-0.00209091668305886,0.00369085789907759,0.00119283872340767,0.720186401186187,0.0529,0.0533333333333333,0.0535097360610961,0.0535097360610961,8259.771
"27","Q1","1997",30.0261493442623,0.130602754098361,2.64942155737705,5.06241793442623,6.26820114754098,15.1383366065574,8.39514336065574,7.57197532786885,784.740657639344,0.00132328684320789,-0.00150615309199865,0.000808470098688344,0.000152356677763255,0.00208183927290032,0.00127493761401585,0.00361822361220524,0.00195345978130273,0.000398244993170566,0.672975814931643,0.0539,0.0523333333333333,0.05341696,0.05341696,8362.655
"28","Q2","1997",30.81497890625,0.132064453125,2.79131421875,5.7691385625,5.9141911875,15.153091921875,9.9316226875,9.295267609375,823.489846234375,0.00172708084314531,-0.00365341417892549,0.00295722835487776,0.00363495933635894,-0.000425432907704521,0.00100618072332695,0.00319513464116981,0.00522884896165498,0.00249542365324061,0.396908293294327,0.0556,0.05,0.0533240938186645,0.0533240938186645,8518.825
"29","Q3","1997",35.650064421875,0.155847671875,2.927038703125,6.98432003125,6.370483296875,17.925002109375,12.256529203125,10.889526765625,929.944374109375,0.00151398737624149,0.00818002402440913,-0.000660864426508163,0.00327058418441491,0.00269533835688965,0.00346351828724179,0.00148745248495852,0.000978106027111739,0.00111541013044466,0.395339159384124,0.0554,0.0486666666666666,0.0532308053970336,0.0532308053970336,8662.823
"30","Q4","1997",31.385407359375,0.135601890625,2.879728015625,7.812697453125,6.871026890625,19.0161794375,12.652979578125,10.74709771875,951.37906359375,-0.00215378612416049,-0.00724470626023273,0.00163451410154366,0.00176574213433306,0.000208627344083707,-0.000706516464069504,0.00138633706006095,-0.000189567968682561,0.000489726720928221,0.393782383419677,0.055,0.0466666666666666,0.0531369,0.0531369,8765.907
"31","Q1","1998",31.1352742786885,0.167034081967213,2.95483506557377,9.48739250819672,7.66184136065574,19.8318947377049,15.1130067704918,12.3349619016393,1023.09000486885,-0.000162902097793938,0.013310889458532,-0.000977900222288026,0.00528934699284503,0.0036651465427358,0.00387372635572739,0.00434115945028836,0.00551012434688789,0.00211872015963345,0.268373245251862,0.0549,0.0463333333333333,0.05304222,0.05304222,8866.48
"32","Q2","1998",31.0229154920635,0.215606126984127,2.63547673015873,13.339852031746,8.88325173015873,23.8226816507937,18.311596984127,14.3785606984127,1109.66713939683,-0.000509105696992961,0.000914092633868794,-0.000508480897523397,0.00551144372487723,0.00163507630100155,0.0022296242489067,0.00303142646375005,0.00327168747828751,0.000492793389662051,0.535309862054774,0.0556,0.044,0.05294664,0.05294664,8969.699
"33","Q3","1998",29.431854921875,0.2815640625,2.9759130625,14.004081140625,12.096015078125,21.4980151875,21.31456696875,17.370929703125,1085.080779125,0.00160571889080948,0.00517749068883154,0.00282301016336972,-0.00289893642152206,0.00651646731031697,-0.00793759108094927,-0.00114921093546997,0.000571785672734497,-0.0015294907159584,0.389105058365747,0.0551,0.0453333333333333,0.05285001,0.05285001,9121.097
"34","Q4","1998",32.996035890625,0.275551359375,3.68858184375,14.454715015625,14.707621109375,20.234572234375,23.86973659375,18.621545109375,1121.62702753125,0.00101368662100725,0.00195556172853039,0.00253613825940132,0.00411022458241731,0.00247862526581668,0.00863124073846126,0.00655349989272351,0.00401759710416444,0.0030420408679657,0.34679722562221,0.0468,0.0443333333333333,0.05275233,0.05275233,9293.991
"35","Q1","1999",36.0265227540984,0.29122168852459,3.11153140983607,16.582807,13.0389483606557,27.5188997868852,29.5295677213115,25.5487034754098,1260.49262577049,0.00215639217858442,-0.00151192820103117,-0.0062632095307978,-8.8543424539285e-05,-0.00458737858992176,0.00270632594369767,0.00228601187889601,0.00455750854967819,0.000826888993313915,0.386257369384025,0.0481,0.043,0.05265363,0.05265363,9417.264
"36","Q2","1999",51.4583886666667,0.331610746031746,2.73024744444444,16.7410161428571,12.7225914444444,28.3162816984127,31.3184825238095,26.4940124920635,1329.64333769841,0.00712198932901526,0.00467950924422969,0.00248757691777,0.000366582061511053,0.003941320591512,0.00138675636759616,0.00111869744073029,0.000389309927920862,0.00109629460472039,0.97205346294045,0.0476,0.0426666666666666,0.0525539445877075,0.0525539445877075,9524.152
"37","Q3","1999",56.150287640625,0.469268328125,2.692491125,14.763219859375,12.4351025625,28.63418090625,31.28772434375,28.953862734375,1341.98672485938,0.000340578464444561,0.00560388637904555,-0.00212583036118598,-0.00138743965735874,-0.0015508403191786,-0.00182287029622314,3.58552283948285e-06,0.000319853401898754,-0.00100448032774266,0.621740874448445,0.0522,0.0423333333333333,0.0524533367156982,0.0524533367156982,9681.856
"38","Q4","1999",59.365408578125,0.681784484375,1.957181703125,15.2027508125,9.60224315625,28.12776184375,39.892917625,30.610803734375,1374.09875109375,0.00483098315190691,0.00833108106712426,-0.00510426098750634,0.00133910716780661,-0.00498160926703899,0.000996233680399978,0.00622402533194599,0.00421986124165585,0.00217889589607531,0.617899142914097,0.053,0.0406666666666666,0.0523518466949462,0.0523518466949462,9899.378
"39","Q1","2000",64.3383458571429,0.888573619047619,1.56022903174603,13.8903908730159,11.1979033492063,29.0909025555556,38.342702031746,32.5424761587302,1420.00142607937,-0.00209943821256556,0.00557214883591636,-0.000883392258482881,-0.00172947723401191,0.00643635271564959,0.00246471647249756,-0.00245186781632068,-0.000999505568462869,0.00043172308074425,0.990491283676713,0.0585,0.0403333333333333,0.05224948,0.05224948,10002.857
"40","Q2","2000",56.6634851111111,0.822670111111111,1.89148268253968,15.2337626507937,12.4351943492064,27.5675781269841,38.6318670793651,23.2199767142857,1446.59364928571,-0.00258881333076716,-0.00316219243965986,0.00489996995912882,0.000165715240485018,-0.0011911134571823,-0.0031834952617897,0.000882662598485973,-0.00368804461397557,-0.000349375538650686,1.05923891722244,0.0653,0.0393333333333333,0.05214622,0.05214622,10247.679
"41","Q3","2000",55.3577548730159,0.825553873015873,2.1987536984127,14.9801636984127,11.6457885238095,28.1257448571429,36.6570630952381,22.5791641269841,1475.97888768254,-0.00166046556781096,-0.0070819380218063,0.00229430498726349,0.00117500086895656,0.000230259847761741,0.000493367683439027,-0.00251622345566191,-0.00429139869773055,-0.00016128297805709,0.79580745341615,0.0652,0.04,0.05204211,0.05204211,10319.825
"42","Q4","2000",51.4773431904762,0.284732126984127,2.90819785714286,13.9829365714286,12.8836987301587,23.2449333174603,33.1804064603175,18.9584434285714,1366.31031238095,0.00525498263854807,-0.00769180586389524,0.00690883753144328,-0.000572072800466838,0.0031414015513677,0.000329513224206676,0.0020919256563917,-0.00418349476946733,-0.0012272548202242,0.539187367610242,0.064,0.039,0.05193731,0.05193731,10439.025
"43","Q1","2001",64.0438978709677,0.302814629032258,3.69297896774194,16.0045258064516,15.7402589032258,27.4249701935484,35.3909520322581,18.1397539032258,1273.32903856452,0.00165072034919353,0.00733785041858983,0.00173008517581266,0.00339437662779124,0.00293525245622701,0.00060459634976622,-0.000427206087534878,0.00435848688107057,-0.00196479423200344,0.95767094426356,0.0531,0.0423333333333333,0.0518319654464721,0.0518319654464721,10472.879
"44","Q2","2001",74.2491220793651,0.348839904761905,3.98036317460317,15.6089097142857,19.0781361269841,26.2219385714286,35.0762589206349,21.6065568888889,1234.25031392063,0.00202399288375738,0.00163579026963061,0.00104972126234172,-0.00175992407983338,0.00236228695454237,0.000310143511387717,-0.000354511938448076,0.00485902638623292,0.000943216666311149,1.04344526655283,0.0397,0.044,0.0517261362075805,0.0517261362075805,10597.822
"45","Q3","2001",67.6218004915254,0.295180525423729,3.79532189830508,12.9524950677966,18.2605644915254,22.9914993559322,34.9358944237288,19.9388456440678,1153.70661332203,-0.00381143616764162,-0.00607091928727267,0.000132078185230804,-0.00515930359483795,0.000699011542353697,-0.00411018640681243,0.000481718441325729,-0.00562964777909825,-0.00264611245757575,0.131430717236203,0.0307,0.0483333333333333,0.05161983,0.05161983,10596.294
"46","Q4","2001",64.636090265625,0.300167765625,4.018118421875,9.95041909375,19.0452870625,21.0638106875,37.36718428125,20.12093565625,1115.36766051562,0.00248003003922301,0.00590293684758017,-0.000527993138614031,-0.00109670122192672,-0.000621892649694032,0.00135395587180265,0.00249848725201363,0.00429005156407545,0.00158711316687322,-0.281267579223725,0.0182,0.055,0.05151313,0.05151313,10660.294
"47","Q1","2002",67.5283939166667,0.363177616666667,4.31994098333333,9.28152923333333,16.9759522166667,19.5696795833333,41.3291434833333,20.0842848,1132.21483363333,0.00126612661581488,0.00179789751382308,0.00256705229613389,0.00118768593430001,0.00072535825512294,0.000218879722701072,0.0011628570798344,-0.0013847818322349,4.64813857350701e-05,0.357277171869143,0.0173,0.057,0.0514061546325683,0.0514061546325683,10788.952
"48","Q2","2002",64.39036753125,0.3525031875,4.647165953125,9.77658428125,17.73290740625,20.601866859375,39.255921390625,17.197612515625,1070.1500025,-0.0018339060162279,-0.00395184804710035,-0.00258636737524212,-0.000133084656857789,0.000673900172610447,-0.000328569368730857,-0.00149464357728361,-0.00110375180220408,-0.00222913386016667,1.08675285741053,0.0175,0.0583333333333333,0.05129905,0.05129905,10893.207
"49","Q3","2002",47.523886015625,0.23721628125,4.044687984375,7.23818871875,14.490332109375,14.75386915625,35.669870890625,15.56680665625,895.48859690625,-0.0077814696298744,-0.00262553834174107,-0.00125276767339268,-0.00704026107983305,-0.00595580752455549,-0.00768093050209783,-0.00137296469115752,-0.00294842531869004,-0.00278046647800412,0.426320667284522,0.0175,0.0573333333333333,0.05119209,0.05119209,10992.051
"50","Q4","2002",42.62928346875,0.232709953125,3.534339859375,5.647529171875,12.183317265625,13.049197109375,36.86794296875,16.953670203125,886.528284984375,0.00316496499016164,0.000118160240089537,0.001366055957187,0.000539015639044214,-0.000378364845662057,0.00458708997062926,0.000622588055698743,0.00290004108035282,0.00133509635040839,0.313768918420095,0.0124,0.0586666666666666,0.051085615158081,0.051085615158081,11071.463
"51","Q1","2003",39.2423703442623,0.224946868852459,3.38105990163934,5.3651773442623,11.8152530819672,14.4326892131148,34.2177294590164,15.9755253442623,860.760163819672,-0.00212752566099496,-5.1777378550976e-05,-0.00443520678693411,-0.00285210665184753,0.00077082105813354,0.000387273856407451,0.000670159273695616,-0.000763593312697442,-0.000486922419441051,1.01195952161911,0.0125,0.0586666666666666,0.0509799,0.0509799,11183.507
"52","Q2","2003",44.883602984127,0.256126174603175,3.34816998412698,6.25831322222222,13.4657769206349,19.0233212857143,37.7347534285714,16.1535574126984,937.994601809524,0.00466350104899276,0.00511968948595041,0.00718863698708075,0.00656374705880336,0.00341333123000528,0.00622951042788607,0.000621604643801662,0.00106014466387405,0.00226127140566103,0.364298724954469,0.0122,0.0613333333333333,0.05087525,0.05087525,11312.875
"53","Q3","2003",51.751970359375,0.324028171875,3.867499921875,7.028845328125,14.6893429375,21.550363109375,39.82482296875,17.36021665625,1000.380469375,0.000619976076571995,0.00157880699817556,-0.000147314952609885,1.18497482387072e-05,-4.42506423167911e-05,0.000356484871368388,0.000701707966991426,0.00142105668959731,0.000378649326529521,0.490018148820322,0.0101,0.0613333333333333,0.05077202,0.05077202,11567.326
"54","Q4","2003",62.76339646875,0.336221046875,4.645941609375,8.267973734375,16.69827253125,22.522395015625,38.97079996875,17.376416875,1056.45250128125,0.00608137893833731,0.000742348260836621,0.00364995664629116,0.00655570234458885,0.0038079976551172,0.00126813770284418,-0.000684492828862781,-4.8166130471786e-05,0.00174577071325754,0.0180603214737247,0.0098,0.0583333333333333,0.0506705856323242,0.0506705856323242,11769.275
"55","Q1","2004",69.3369905645161,0.371311016129032,5.26038972580645,9.28385301612903,18.015017483871,25.6454027096774,39.6758105645161,17.1653762419355,1132.67128627419,-0.00120244569960936,0.0040824316627834,0.000252270917628271,-0.00240068269828286,0.000377965843243879,0.00235433927798449,0.00200830769391422,-0.00145011599188938,0.000234754890314226,0.90285301552908,0.01,0.057,0.05057126,0.05057126,11920.169
"56","Q2","2004",61.7812048064516,0.442418322580645,4.9979975483871,9.5475675483871,15.6067021774194,24.3007080645161,39.3092745645161,17.0240252258065,1123.19645640323,-0.000500174227609446,0.00325391333420829,-0.000957537018215347,0.00263282292800064,-0.00404042527080648,-0.00106873052205028,-0.00197582291397717,0.00226913701869875,0.000232213884487705,1.43163922691483,0.0103,0.056,0.0504743242263793,0.0504743242263793,12108.987
"57","Q3","2004",61.828067703125,0.512585953125,4.7151565,9.3201500625,16.36147478125,24.65655896875,37.1380503125,17.830877515625,1103.90827945313,0.000485568006144758,0.00302388602578678,-0.000701137570443646,-0.00147053255661886,0.00451242487374687,0.000575851259079168,0.0002861439034306,-0.000400305618285848,-0.000340962998058148,0.352858151023281,0.0161,0.0543333333333333,0.05038008,0.05038008,12303.34
"58","Q4","2004",64.179520734375,0.857723203125,5.383323046875,9.12893984375,20.206064796875,25.173377046875,37.77518303125,18.927113515625,1162.6520328125,-0.000876019320109835,0.00838416684400785,0.00440143270377145,0.000842371990906558,0.00189528364595609,-0.000110453504443969,-2.47991312096881e-05,0.00119922348165474,0.00133017968649499,0.597749648382558,0.0216,0.0543333333333333,0.0502887868881225,0.0502887868881225,12522.425
"59","Q1","2005",59.7519208852459,1.22016149180328,6.46148819672131,8.50381673770492,20.3953641803279,24.3308499180328,36.9665115737705,18.4556763934426,1191.94786795082,-0.00038036399956313,0.00454181575619003,0.00136145430635133,-0.00398668807584036,6.61853394630364e-05,-0.00178902622073016,-0.000785637364491028,-0.00157191303280213,-0.000408728615856578,0.629150646627056,0.0263,0.053,0.05020076,0.05020076,12761.337
"60","Q2","2005",56.176958328125,1.16895565625,6.733297078125,6.71861315625,19.5776836875,23.519410609375,33.996749953125,18.20865359375,1181.97405623437,-0.00217347542894175,-0.00154859255823874,3.96790856143414e-05,-0.00112484596569523,0.00133275184048648,0.000520682498175382,-0.000509857490880696,0.000527214537371097,0.000166696657452119,1.33726988537686,0.0304,0.051,0.05011637,0.05011637,12910.022
